window,train_start,train_end,validation_start,validation_end,target,horizon,model,transform,feature_set,MAE,RMSE,sMAPE,R2,directional_accuracy,UP_count,DOWN_count,UP_recall,DOWN_recall,always_up_accuracy,always_down_accuracy,N
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,14d,Ridge_Residual_Hybrid,abs_change,full,2551.46,3619.75,11.28,0.6606,90.9%,150,92,86.7%,97.8%,62.0%,38.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,14d,Validation_Weighted_Ensemble,abs_change,full,2638.12,3673.13,11.62,0.6505,81.8%,150,92,70.7%,100.0%,62.0%,38.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,30d,Persistence,level,none,4819.09,6355.9,22.04,-0.4764,N/A,165,77,N/A,N/A,68.2%,31.8%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,30d,Naive_Mean_Change,abs_change,none,4766.15,6328.41,21.69,-0.4636,68.2%,165,77,100.0%,0.0%,68.2%,31.8%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,30d,Ridge,abs_change,full,4887.22,5703.48,21.85,-0.1888,47.1%,165,77,22.4%,100.0%,68.2%,31.8%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,30d,XGBoost,abs_change,full,3573.1,5138.59,16.06,0.035,97.5%,165,77,100.0%,92.2%,68.2%,31.8%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,30d,Neural_Net,abs_change,full,8613.35,9492.85,41.82,-2.2934,41.7%,165,77,14.5%,100.0%,68.2%,31.8%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,30d,Ridge_Residual_Hybrid,abs_change,full,4687.29,5499.66,20.81,-0.1054,51.2%,165,77,28.5%,100.0%,68.2%,31.8%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,30d,Validation_Weighted_Ensemble,abs_change,full,7248.79,8072.07,34.16,-1.3813,43.8%,165,77,17.6%,100.0%,68.2%,31.8%,242
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,1d,Persistence,level,none,452.61,620.63,2.23,0.9882,N/A,102,139,N/A,N/A,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,1d,Naive_Mean_Change,abs_change,none,454.69,621.77,2.24,0.9882,42.3%,102,139,100.0%,0.0%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,1d,Ridge,abs_change,full,324.49,493.69,1.61,0.9925,88.4%,102,139,85.3%,90.6%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,1d,XGBoost,abs_change,full,285.68,395.9,1.41,0.9952,97.5%,102,139,100.0%,95.7%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,1d,Neural_Net,abs_change,full,2568.29,23611.18,5.65,-16.0419,60.6%,102,139,55.9%,64.0%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,1d,Ridge_Residual_Hybrid,abs_change,full,339.12,509.13,1.68,0.9921,95.9%,102,139,93.1%,97.8%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,1d,Validation_Weighted_Ensemble,abs_change,full,262.98,376.05,1.3,0.9957,97.9%,102,139,100.0%,96.4%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,7d,Persistence,level,none,2266.95,2822.49,11.11,0.7695,N/A,102,139,N/A,N/A,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,7d,Naive_Mean_Change,abs_change,none,2281.72,2835.42,11.17,0.7674,42.3%,102,139,100.0%,0.0%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,7d,Ridge,abs_change,full,2193.28,10115.34,8.43,-1.9609,84.6%,102,139,88.2%,82.0%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,7d,XGBoost,abs_change,full,1184.27,1522.54,5.99,0.9329,100.0%,102,139,100.0%,100.0%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,7d,Neural_Net,abs_change,full,5449.82,35234.96,17.23,-34.9265,65.6%,102,139,77.5%,56.8%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,7d,Ridge_Residual_Hybrid,abs_change,full,2184.73,10101.37,8.44,-1.9528,84.6%,102,139,89.2%,81.3%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,7d,Validation_Weighted_Ensemble,abs_change,full,1181.78,1521.82,5.98,0.933,100.0%,102,139,100.0%,100.0%,42.3%,57.7%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,14d,Persistence,level,none,3852.88,4497.04,18.85,0.4634,N/A,91,150,N/A,N/A,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,14d,Naive_Mean_Change,abs_change,none,3895.75,4523.58,19.02,0.457,37.8%,91,150,100.0%,0.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,14d,Ridge,abs_change,full,3512.99,12669.56,14.08,-3.2594,77.6%,91,150,94.5%,67.3%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,14d,XGBoost,abs_change,full,1503.52,1926.4,7.54,0.9015,99.6%,91,150,98.9%,100.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,14d,Neural_Net,abs_change,full,8564.62,76704.42,19.96,-155.1209,74.7%,91,150,94.5%,62.7%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,14d,Ridge_Residual_Hybrid,abs_change,full,3549.96,12691.19,14.33,-3.2739,74.3%,91,150,94.5%,62.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,14d,Validation_Weighted_Ensemble,abs_change,full,1503.02,1925.79,7.54,0.9016,99.6%,91,150,98.9%,100.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,30d,Persistence,level,none,5106.83,6050.88,26.41,0.2086,N/A,84,157,N/A,N/A,34.9%,65.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,30d,Naive_Mean_Change,abs_change,none,5207.79,6128.43,26.83,0.1882,34.9%,84,157,100.0%,0.0%,34.9%,65.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,30d,Ridge,abs_change,full,5864.45,15985.59,24.94,-4.5233,61.0%,84,157,83.3%,49.0%,34.9%,65.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,30d,XGBoost,abs_change,full,2469.53,3243.19,12.85,0.7727,100.0%,84,157,100.0%,100.0%,34.9%,65.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,30d,Neural_Net,abs_change,full,15734.44,149229.9,35.77,-480.342,67.2%,84,157,40.5%,81.5%,34.9%,65.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,30d,Ridge_Residual_Hybrid,abs_change,full,5883.74,16015.77,24.85,-4.5442,63.9%,84,157,92.9%,48.4%,34.9%,65.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,kdci,30d,Validation_Weighted_Ensemble,abs_change,full,2465.46,3242.55,12.83,0.7727,100.0%,84,157,100.0%,100.0%,34.9%,65.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,1d,Persistence,level,none,1058.05,1435.08,6.36,0.9462,N/A,108,133,N/A,N/A,44.8%,55.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,1d,Naive_Mean_Change,abs_change,none,1059.52,1435.38,6.37,0.9462,44.8%,108,133,100.0%,0.0%,44.8%,55.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,1d,Ridge,abs_change,full,922.21,2243.52,5.63,0.8685,81.7%,108,133,93.5%,72.2%,44.8%,55.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,1d,XGBoost,abs_change,full,649.45,910.93,3.99,0.9783,95.9%,108,133,98.1%,94.0%,44.8%,55.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,1d,Neural_Net,abs_change,full,3313.64,26547.29,11.14,-17.4154,58.1%,108,133,80.6%,39.8%,44.8%,55.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,1d,Ridge_Residual_Hybrid,abs_change,full,842.24,2211.22,5.21,0.8722,92.9%,108,133,99.1%,88.0%,44.8%,55.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,1d,Validation_Weighted_Ensemble,abs_change,full,651.0,900.14,3.99,0.9788,96.7%,108,133,100.0%,94.0%,44.8%,55.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,7d,Persistence,level,none,4102.74,5192.94,24.24,0.299,N/A,117,123,N/A,N/A,48.5%,51.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,7d,Naive_Mean_Change,abs_change,none,4105.17,5195.63,24.21,0.2983,48.5%,117,123,100.0%,0.0%,48.5%,51.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,7d,Ridge,abs_change,full,3834.88,6624.47,20.89,-0.1407,73.0%,117,123,84.6%,62.6%,48.5%,51.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,7d,XGBoost,abs_change,full,2398.56,3185.34,13.43,0.7362,98.3%,117,123,99.1%,98.4%,48.5%,51.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,7d,Neural_Net,abs_change,full,19386.92,184426.59,47.79,-883.1623,60.6%,117,123,68.4%,53.7%,48.5%,51.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,7d,Ridge_Residual_Hybrid,abs_change,full,3567.91,6350.84,19.42,-0.0484,80.5%,117,123,91.5%,70.7%,48.5%,51.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,7d,Validation_Weighted_Ensemble,abs_change,full,2397.1,3194.99,13.51,0.7346,98.3%,117,123,100.0%,97.6%,48.5%,51.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,14d,Persistence,level,none,6096.29,7668.05,35.12,-0.5033,N/A,110,131,N/A,N/A,45.6%,54.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,14d,Naive_Mean_Change,abs_change,none,6109.02,7674.4,35.06,-0.5058,45.6%,110,131,100.0%,0.0%,45.6%,54.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,14d,Ridge,abs_change,full,5841.87,7525.6,31.1,-0.448,66.0%,110,131,94.5%,42.0%,45.6%,54.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,14d,XGBoost,abs_change,full,3104.55,4096.87,19.15,0.5709,99.6%,110,131,100.0%,99.2%,45.6%,54.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,14d,Neural_Net,abs_change,full,25884.98,253551.57,54.92,-1642.6467,62.2%,110,131,70.0%,55.7%,45.6%,54.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,14d,Ridge_Residual_Hybrid,abs_change,full,5233.02,6840.57,28.27,-0.1964,78.4%,110,131,96.4%,63.4%,45.6%,54.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,14d,Validation_Weighted_Ensemble,abs_change,full,3038.41,4006.63,17.77,0.5896,99.6%,110,131,100.0%,99.2%,45.6%,54.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,30d,Persistence,level,none,7392.8,9367.56,43.78,-0.9632,N/A,105,136,N/A,N/A,43.6%,56.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,30d,Naive_Mean_Change,abs_change,none,7427.51,9389.53,43.66,-0.9724,43.6%,105,136,100.0%,0.0%,43.6%,56.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,30d,Ridge,abs_change,full,9514.09,11614.62,47.48,-2.0179,53.5%,105,136,91.4%,24.3%,43.6%,56.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,30d,XGBoost,abs_change,full,3821.28,5068.41,25.1,0.4253,96.3%,105,136,92.4%,99.3%,43.6%,56.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,30d,Neural_Net,abs_change,full,25081.14,179674.33,111.28,-721.226,61.4%,105,136,22.9%,91.2%,43.6%,56.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,30d,Ridge_Residual_Hybrid,abs_change,full,9812.21,12006.33,47.24,-2.2249,61.0%,105,136,99.0%,31.6%,43.6%,56.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,cape,30d,Validation_Weighted_Ensemble,abs_change,full,3707.48,4830.98,23.12,0.4779,99.2%,105,136,100.0%,98.5%,43.6%,56.4%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,1d,Persistence,level,none,383.86,543.85,1.78,0.9893,N/A,88,153,N/A,N/A,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,1d,Naive_Mean_Change,abs_change,none,387.85,545.33,1.8,0.9892,36.5%,88,153,100.0%,0.0%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,1d,Ridge,abs_change,full,407.16,2083.22,1.64,0.8425,87.6%,88,153,75.0%,94.8%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,1d,XGBoost,abs_change,full,224.04,347.94,1.07,0.9956,100.0%,88,153,100.0%,100.0%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,1d,Neural_Net,abs_change,full,1767.18,17132.2,3.72,-9.6492,64.3%,88,153,52.3%,71.2%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,1d,Ridge_Residual_Hybrid,abs_change,full,489.63,2078.49,2.02,0.8433,95.9%,88,153,89.8%,99.3%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,1d,Validation_Weighted_Ensemble,abs_change,full,223.65,347.55,1.06,0.9956,100.0%,88,153,100.0%,100.0%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,7d,Persistence,level,none,1982.15,2508.62,9.45,0.7865,N/A,88,153,N/A,N/A,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,7d,Naive_Mean_Change,abs_change,none,2010.05,2527.54,9.58,0.7832,36.5%,88,153,100.0%,0.0%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,7d,Ridge,abs_change,full,2675.69,19417.33,7.75,-11.7938,85.1%,88,153,77.3%,89.5%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,7d,XGBoost,abs_change,full,1167.33,1483.85,5.76,0.9253,98.8%,88,153,98.9%,98.7%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,7d,Neural_Net,abs_change,full,7579.99,65157.12,17.02,-143.0604,54.8%,88,153,38.6%,64.1%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,7d,Ridge_Residual_Hybrid,abs_change,full,2433.35,19485.43,6.71,-11.8837,92.9%,88,153,90.9%,94.1%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,7d,Validation_Weighted_Ensemble,abs_change,full,1167.41,1482.97,5.76,0.9254,98.8%,88,153,98.9%,98.7%,36.5%,63.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,14d,Persistence,level,none,3112.41,3742.17,15.18,0.5771,N/A,91,150,N/A,N/A,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,14d,Naive_Mean_Change,abs_change,none,3163.17,3785.73,15.4,0.5672,37.8%,91,150,100.0%,0.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,14d,Ridge,abs_change,full,2792.6,14646.0,10.05,-5.4773,88.4%,91,150,79.1%,94.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,14d,XGBoost,abs_change,full,1794.72,2210.01,9.0,0.8525,100.0%,91,150,100.0%,100.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,14d,Neural_Net,abs_change,full,8985.23,88458.62,17.8,-235.2844,77.2%,91,150,79.1%,76.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,14d,Ridge_Residual_Hybrid,abs_change,full,2748.52,14692.87,9.77,-5.5188,96.7%,91,150,94.5%,98.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,14d,Validation_Weighted_Ensemble,abs_change,full,1795.01,2207.11,9.0,0.8529,100.0%,91,150,100.0%,100.0%,37.8%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,30d,Persistence,level,none,4352.45,5147.89,22.19,0.3491,N/A,82,159,N/A,N/A,34.0%,66.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,30d,Naive_Mean_Change,abs_change,none,4479.65,5260.87,22.75,0.3202,34.0%,82,159,100.0%,0.0%,34.0%,66.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,30d,Ridge,abs_change,full,5176.14,19411.99,20.01,-8.2558,72.6%,82,159,92.7%,62.3%,34.0%,66.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,30d,XGBoost,abs_change,full,2470.36,2999.78,12.48,0.779,100.0%,82,159,100.0%,100.0%,34.0%,66.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,30d,Neural_Net,abs_change,full,9689.68,67274.55,29.27,-110.1665,61.4%,82,159,39.0%,73.0%,34.0%,66.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,30d,Ridge_Residual_Hybrid,abs_change,full,4874.46,19382.87,18.56,-8.228,83.4%,82,159,98.8%,75.5%,34.0%,66.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,panamax,30d,Validation_Weighted_Ensemble,abs_change,full,2450.43,2975.29,12.41,0.7826,100.0%,82,159,100.0%,100.0%,34.0%,66.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,1d,Persistence,level,none,357.98,481.78,1.56,0.9954,N/A,103,137,N/A,N/A,42.7%,56.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,1d,Naive_Mean_Change,abs_change,none,360.21,483.8,1.57,0.9954,42.7%,103,137,100.0%,0.0%,42.7%,56.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,1d,Ridge,abs_change,full,329.98,1038.88,1.52,0.9787,82.2%,103,137,89.3%,77.4%,42.7%,56.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,1d,XGBoost,abs_change,full,199.49,316.25,0.89,0.998,98.3%,103,137,97.1%,100.0%,42.7%,56.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,1d,Neural_Net,abs_change,full,996.48,7006.86,2.81,0.0308,56.4%,103,137,32.0%,75.2%,42.7%,56.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,1d,Ridge_Residual_Hybrid,abs_change,full,299.84,1020.52,1.39,0.9794,88.8%,103,137,96.1%,83.9%,42.7%,56.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,1d,Validation_Weighted_Ensemble,abs_change,full,199.19,316.02,0.88,0.998,98.3%,103,137,97.1%,100.0%,42.7%,56.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,7d,Persistence,level,none,2002.14,2523.15,8.83,0.8825,N/A,106,135,N/A,N/A,44.0%,56.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,7d,Naive_Mean_Change,abs_change,none,2014.82,2540.65,8.88,0.8809,44.0%,106,135,100.0%,0.0%,44.0%,56.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,7d,Ridge,abs_change,full,2165.94,14159.94,6.32,-2.701,89.2%,106,135,88.7%,89.6%,44.0%,56.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,7d,XGBoost,abs_change,full,1151.55,1550.24,5.21,0.9556,98.8%,106,135,97.2%,100.0%,44.0%,56.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,7d,Neural_Net,abs_change,full,5103.65,45462.83,10.15,-37.1512,70.5%,106,135,42.5%,92.6%,44.0%,56.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,7d,Ridge_Residual_Hybrid,abs_change,full,2134.98,14186.66,6.29,-2.715,89.6%,106,135,90.6%,88.9%,44.0%,56.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,7d,Validation_Weighted_Ensemble,abs_change,full,1149.1,1548.96,5.2,0.9557,98.8%,106,135,97.2%,100.0%,44.0%,56.0%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,14d,Persistence,level,none,3322.63,3993.03,14.68,0.7319,N/A,95,146,N/A,N/A,39.4%,60.6%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,14d,Naive_Mean_Change,abs_change,none,3362.7,4032.39,14.84,0.7266,39.4%,95,146,100.0%,0.0%,39.4%,60.6%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,14d,Ridge,abs_change,full,3432.42,19960.91,10.49,-5.6989,87.1%,95,146,88.4%,86.3%,39.4%,60.6%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,14d,XGBoost,abs_change,full,1690.37,2231.55,7.88,0.9163,99.2%,95,146,97.9%,100.0%,39.4%,60.6%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,14d,Neural_Net,abs_change,full,5873.13,41494.83,15.73,-27.9487,68.5%,95,146,65.3%,70.5%,39.4%,60.6%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,14d,Ridge_Residual_Hybrid,abs_change,full,3298.83,19956.2,10.06,-5.6957,91.7%,95,146,97.9%,87.7%,39.4%,60.6%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,14d,Validation_Weighted_Ensemble,abs_change,full,1669.93,2208.71,7.81,0.918,99.2%,95,146,97.9%,100.0%,39.4%,60.6%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,30d,Persistence,level,none,4810.5,5889.82,22.45,0.5082,N/A,75,166,N/A,N/A,31.1%,68.9%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,30d,Naive_Mean_Change,abs_change,none,4960.83,6009.05,23.16,0.488,31.1%,75,166,100.0%,0.0%,31.1%,68.9%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,30d,Ridge,abs_change,full,4442.45,17856.36,15.99,-3.5208,85.5%,75,166,66.7%,94.0%,31.1%,68.9%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,30d,XGBoost,abs_change,full,2400.45,3578.08,11.38,0.8185,98.3%,75,166,96.0%,99.4%,31.1%,68.9%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,30d,Neural_Net,abs_change,full,10808.82,97160.82,22.45,-132.8468,75.9%,75,166,32.0%,95.8%,31.1%,68.9%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,30d,Ridge_Residual_Hybrid,abs_change,full,4508.86,17895.02,16.25,-3.5404,85.9%,75,166,68.0%,94.0%,31.1%,68.9%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,supramax,30d,Validation_Weighted_Ensemble,abs_change,full,2390.54,3573.61,11.35,0.8189,98.3%,75,166,96.0%,99.4%,31.1%,68.9%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,1d,Persistence,level,none,297.57,413.28,1.46,0.9967,N/A,90,150,N/A,N/A,37.3%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,1d,Naive_Mean_Change,abs_change,none,300.98,415.33,1.48,0.9967,37.3%,90,150,100.0%,0.0%,37.3%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,1d,Ridge,abs_change,full,205.04,301.21,1.05,0.9982,80.1%,90,150,88.9%,75.3%,37.3%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,1d,XGBoost,abs_change,full,172.11,277.06,0.88,0.9985,98.8%,90,150,97.8%,100.0%,37.3%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,1d,Neural_Net,abs_change,full,794.28,5718.31,2.52,0.3686,60.6%,90,150,28.9%,80.0%,37.3%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,1d,Ridge_Residual_Hybrid,abs_change,full,181.73,270.3,0.95,0.9986,87.1%,90,150,92.2%,84.7%,37.3%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,1d,Validation_Weighted_Ensemble,abs_change,full,157.95,256.76,0.81,0.9987,95.4%,90,150,97.8%,94.7%,37.3%,62.2%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,7d,Persistence,level,none,1730.71,2233.85,8.53,0.91,N/A,89,152,N/A,N/A,36.9%,63.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,7d,Naive_Mean_Change,abs_change,none,1754.95,2250.3,8.71,0.9087,36.9%,89,152,100.0%,0.0%,36.9%,63.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,7d,Ridge,abs_change,full,1905.0,12417.63,6.42,-1.7798,84.2%,89,152,86.5%,82.9%,36.9%,63.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,7d,XGBoost,abs_change,full,1009.09,1459.14,5.06,0.9616,96.3%,89,152,100.0%,94.1%,36.9%,63.1%,241
